english	translation	category	sub_category	source
I need to add some potato too.		examine	item	Incomplete stew
It's a meat and potato stew.		examine	item	Stew
Eew, it's horribly burnt.		examine	item	Burnt stew
This could liven up an otherwise bland stew.		examine	item	Spice
It's a spicy hot curry.		examine	item	Curry
A book on tree gnome cocktails.		examine	item	Cocktail guide
Used for mixing cocktails.		examine	item	Cocktail shaker
For sipping cocktails.		examine	item	Cocktail glass
This cocktail is just missing those little finishing touches.		examine	item	Unfinished cocktail
I'm not completely sure what this contains.		examine	item	Odd cocktail
A fresh lemon.		examine	item	Lemon
Fresh chunks of lemon.		examine	item	Lemon chunks
Fresh lemon slices.		examine	item	Lemon slices
A fresh orange.		examine	item	Orange
Fresh chunks of orange.		examine	item	Orange chunks
Fresh orange slices.		examine	item	Orange slices
It can be cut up into something more manageable with a knife.		examine	item	Pineapple
Fresh chunks of pineapple.		examine	item	Pineapple chunks
Exotic fruit.		examine	item	Pineapple ring
A fresh lime.		examine	item	Lime
Fresh chunks of lime.		examine	item	Lime chunks
Fresh lime slices.		examine	item	Lime slices
Some rather pretty blue berries.		examine	item	Dwellberries
Small sweet smelling leaves.		examine	item	Equa leaves
Fresh cream.		examine	item	Pot of cream
Mmm this looks tasty.		examine	item	Cooked chicken
Oh dear, it's totally burnt!		examine	item	Burnt chicken
A very strange eel.		examine	item	Raw lava eel
Strange, it looks cooler now it's been cooked.		examine	item	Lava eel
A slippery little blighter.		examine	item	Swamp toad
They're a gnome delicacy apparently.		examine	item	Toad's legs
A deep tin used for baking gnome battas in.		examine	item	Batta tin
A shallow tray used for baking crunchies in.		examine	item	Crunchy tray
A large ovenproof bowl.		examine	item	Gnomebowl mould
Aluft Gianne's favorite dishes.		examine	item	Gianne's cook book
It's Aluft Gianne's secret mix of spices.		examine	item	Gnome spice
It's made from a secret recipe.		examine	item	Gianne dough
This gnome bowl doesn't look very appetising.		examine	item	Odd gnomebowl
This gnome bowl has been burnt to a cinder.		examine	item	Burnt gnomebowl
This gnome bowl is in the early stages of preparation.		examine	item	Half baked bowl
This gnome bowl needs cooking.		examine	item	Raw gnomebowl
This dish is just missing those little finishing touches.		examine	item	Unfinished bowl
Full of creamy, chocolately goodness.		examine	item	Chocolate bomb
It actually smells quite good.		examine	item	Tangled toad's legs
This looks pretty healthy.		examine	item	Veg ball
These crunchies don't look very appetising.		examine	item	Odd crunchies
These crunchies have been burnt to a cinder.		examine	item	Burnt crunchies
This crunchy is in the early stages of preparation.		examine	item	Half baked crunchy
These crunchies need cooking.		examine	item	Raw crunchies
These crunchies are just missing those little finishing touches.		examine	item	Unfinished crunchy
Yum... smells good.		examine	item	Chocchip crunchies
Yum... smells spicy.		examine	item	Spicy crunchies
A premade Worm Batta.		examine	item	Premade w'm batta
A Premade Toad Batta.		examine	item	Premade t'd batta
A Premade Cheese and Tomato Batta.		examine	item	Premade c+t batta
A premade Fruit Batta.		examine	item	Premade fr't batta
A Premade Vegetable Batta.		examine	item	Premade veg batta
A premade Chocolate Bomb.		examine	item	Premade choc bomb
A premade Tangled Toads Legs.		examine	item	Premade ttl
A premade Worm Hole.		examine	item	Premade worm hole
A premade Vegetable Ball.		examine	item	Premade veg ball
Some Premade Worm Crunchies.		examine	item	Premade w'm crun'
Some Premade chocchip crunchies.		examine	item	Premade ch' crunch
Some premade Spicy Crunchies.		examine	item	Premade s'y crunch
Some premade Toad Crunchies.		examine	item	Premade t'd crunch
This batta doesn't look very appetising.		examine	item	Odd batta
This batta has been burnt to a cinder.		examine	item	Burnt batta
This gnome batta is in the early stages of preparation.		examine	item	Half baked batta
This gnome batta needs cooking.		examine	item	Raw batta
This batta is just missing those little finishing touches.		examine	item	Unfinished batta
This smells really good.		examine	item	Cheese+tom batta
Well... it looks healthy.		examine	item	Vegetable batta
I need to add some tomato next.		examine	item	Pizza base
I need to add some cheese next.		examine	item	Incomplete pizza
This needs cooking.		examine	item	Uncooked pizza
A cheese and tomato pizza.		examine	item	Plain pizza
Half of this plain pizza has been eaten.		examine	item	1/2 plain pizza
A pizza with bits of meat on it.		examine	item	Meat pizza
Half of this meat pizza has been eaten.		examine	item	1/2 meat pizza
Half of this anchovy pizza has been eaten.		examine	item	1/2 anchovy pizza
Half of this pineapple pizza has been eaten.		examine	item	1/2 pineapple pizza
Oh dear!		examine	item	Burnt pizza
Some uncooked dough.		examine	item	Bread dough
Nice crispy bread.		examine	item	Bread
Nice crispy bread.  Possibly too crispy.		examine	item	Burnt bread
Deceptively pie shaped.		examine	item	Pie dish
I need to find a filling for this pie.		examine	item	Pie shell
This would be much tastier cooked.		examine	item	Uncooked apple pie
This would be much healthier cooked.		examine	item	Uncooked meat pie
This would be much more appetising cooked.		examine	item	Uncooked berry pie
Mmm Apple pie.		examine	item	Apple pie
Looks tasty.		examine	item	Redberry pie
Not for vegetarians.		examine	item	Meat pie
I think I left it on the stove too long.		examine	item	Burnt pie
Half of it is suitable for vegetarians.		examine	item	Half a meat pie
So tasty I kept some for later.		examine	item	Half a redberry pie
Mmm half an apple pie.		examine	item	Half an apple pie
Raw meat from the oomlie bird.		examine	item	Raw oomlie
A thick green palm leaf.		examine	item	Palm leaf
Oomlie meat in a palm leaf pouch.  It just needs to be cooked.		examine	item	Wrapped oomlie
Deliciously cooked oomlie meat in a palm leaf pouch.		examine	item	Cooked oomlie wrap
Burnt oomlie meat in a palm leaf pouch.		examine	item	Burnt oomlie wrap
Good for hitting things!		examine	item	Hammer
The left half of a dragon square shield.		examine	item	Shield left half
The right half of a dragon square shield.		examine	item	Shield right half
A set of studs for leather armour.		examine	item	Steel studs
An old statue of an ogre warrior.		examine	item	Ogre relic
Part of an ogre relic.		examine	item	Relic part 1
It's a map.		examine	item	Skavid map
Very tooth-like.		examine	item	Ogre tooth
Formerly the property of the ogre, Toban (Used in the Watchtower quest).		examine	item	Toban's key
Handy if you want to break all your teeth.		examine	item	Rock cake
A yellow crystal that's meant to power the Watchtower in Yanille.		examine	item	Crystal
A magenta crystal that's meant to power the Watchtower in Yanille.		examine	item	Crystal
A cyan crystal that's meant to power the Watchtower in Yanille.		examine	item	Crystal
A grey crystal that's meant to power the Watchtower in Yanille.		examine	item	Crystal
Eeeeyeeew!		examine	item	Fingernails
I can't wear this old thing.		examine	item	Old robe
Looks kind of useless.		examine	item	Unusual armour
Pointy.		examine	item	Damaged dagger
Useless as an eye patch.		examine	item	Tattered eye patch
An infusion of water and jangerberries.		examine	item	Vial
A mixture of jangerberries and a guam leaf in a vial.		examine	item	Vial
Let's see it fly, now!		examine	item	Ground bat bones
It's a stolen bar of gold.		examine	item	Toban's gold
A strange brew.		examine	item	Potion
A dangerous magical liquid.		examine	item	Magic ogre potion
A spell is written on this parchment.		examine	item	Spell scroll
A tattered old robe.		examine	item	Shaman robe
Deadly.		examine	item	Cave nightshade
The Wizard Traiborn gave me this key to Silverlight's case (Used in the Demon Slayer quest).		examine	item	Silverlight key
Captain Rovin gave me this key to Silverlight's case (Used in the Demon Slayer quest).		examine	item	Silverlight key
Sir Prysin dropped this key down the drain (Used in the Demon Slayer quest).		examine	item	Silverlight key
A sign of commitment to Hazeel.		examine	item	Hazeel's mark
A child's ball.		examine	item	Ball
A daily journal.		examine	item	Diary
A key to the Witch's house's front door.		examine	item	Door key
A very attractive magnet.		examine	item	Magnet
A key to the Witch's shed (Used in the Witch's House quest).		examine	item	Key
A heavy key made of bronze (Used in the Prince Ali Rescue quest).		examine	item	Bronze key
A wig that has been dyed blonde.		examine	item	Wig
A grey woollen wig.		examine	item	Wig
An imprint of a key in a lump of clay.		examine	item	Key print
A bottle of skin paste.		examine	item	Paste
It's a piece of prepared blue dragonhide.		examine	item	Blue dragon leather
It's a piece of prepared red dragonhide.		examine	item	Red dragon leather
It's a piece of prepared black dragonhide.		examine	item	Black dragon leather
A series of connected metal rings.		examine	item	Dragon chainbody
Pretty smelly.		examine	item	Rotten tomato
A brown toy horse.		examine	item	Brown toy horsey
A white toy horse.		examine	item	White toy horsey
A black toy horse.		examine	item	Black toy horsey
A grey toy horse.		examine	item	Grey toy horsey
An enchanted ring.		examine	item	Ring of life
Used by navigators to find their position in Gielinor.		examine	item	Sextant
A fine looking time piece.		examine	item	Watch
A navigator's chart of Gielinor.		examine	item	Chart
Your money or your life!		examine	item	Highwayman mask
Parlez-vous francais?		examine	item	Blue beret
All for one and one for all!		examine	item	Tan cavalier
Shiver me timbers!		examine	item	Pirate's hat
I need to solve this!		examine	item	Puzzle box (hard)
A key to unlock a treasure chest.		examine	item	Key (medium)
A key to some drawers.		examine	item	Key (medium)
A key to a chest.		examine	item	Key (medium)
Bones of a recently slain wolf.		examine	item	Wolf bones
These logs are longer than normal.		examine	item	Achey tree logs
A large pair of ogre bellows.		examine	item	Ogre bellows
A large pair of ogre bellows, it has three loads of swamp gas in it.		examine	item	Ogre bellows (3)
A large pair of ogre bellows, it has two loads of swamp gas in it.		examine	item	Ogre bellows (2)
A large pair of ogre bellows, it has one load of swamp gas in it.		examine	item	Ogre bellows (1)
It might look delicious to an ogre.		examine	item	Cooked chompy
It's really burnt.		examine	item	Ruined chompy
It has been deliciously seasoned to taste wonderful for ogres.		examine	item	Seasoned chompy
Book of the elemental shield.		examine	item	Battered book
An old battered key (Provides access to the elemental workshop).		examine	item	Battered key
This is an empty stone bowl.		examine	item	A stone bowl
This is a stone bowl full of lava.		examine	item	A stone bowl
This needs refining.		examine	item	Elemental ore
It's a bar of refined elemental ore.		examine	item	Elemental metal
A replica key made of solid gold.		examine	item	Golden key
A key made of solid Iron (Used in the Priest in Peril quest).		examine	item	Iron key
A replica tinderbox made of solid gold.		examine	item	Golden tinderbox
A replica candle made of solid gold.		examine	item	Golden candle
A replica pot made of solid gold.		examine	item	Golden pot
A replica hammer made of solid gold.		examine	item	Golden hammer
A replica feather made of solid gold.		examine	item	Golden feather
A replica needle made of solid gold.		examine	item	Golden needle
It's a bucket of murky water.		examine	item	Murky water
It's a bucket of blessed water.		examine	item	Blessed water
An empty druid pouch.		examine	item	Druid pouch
A druid pouch.		examine	item	Druid pouch
Erhhh! It stinks.		examine	item	Rotten food
